"query","query_coords","top5RBP","top5RBP_adjpval","top5RBP_pval","top5hitpct","top5rpm","top5fc","hit_totalcount","transcript_totalcount","medlen","AARS","AATF","ABCF1","ADAT1","AGGF1","AKAP1","AKAP8L","APEX1","APOBEC3C","AQR","BUD13","CPEB4","CPSF6","CSTF2T","DDX1","DDX21","DDX24","DDX3X","DDX42","DDX43","DDX47","DDX51","DDX52","DDX55","DDX6","DGCR8","DHX30","DROSHA","EEF2","EFTUD2","EIF3G","EIF4E","EIF4G2","ELAC2","ELAVL1","EWSR1","EXOSC10","EXOSC5","FAM120A","FASTKD2","FMR1","FTO","FUS","FXR1","FXR2","GARS","GEMIN5","GNL3","GPKOW","GRWD1","GTF2F1","HLTF","HNRNPA1","HNRNPC","HNRNPK","HNRNPL","HNRNPM","HNRNPUL1","HNRNPU","IGF2BP1","IGF2BP2","ILF3","KHDRBS1","KHSRP","LARP4","LARP7","LIN28B","LSM11","MATR3","MBNL1","METAP2","METTL1","MORC2","MTPAP","NCBP2","NIPBL","NOLC1","NONO","NPM1","NSUN2","PABPC4","PCBP1","PHF6","PPIL4","PRPF8","PTBP1","PUM1","PUM2","PUS1","QKI","RBFOX2","RBM15","RBM22","RNF187","RPS10","RPS11","RPS3","RPS6","RYBP","SAFB2","SAFB","SBDS","SDAD1","SERBP1","SF3B1","SF3B4","SLBP","SLTM","SMNDC1","SND1","SRSF1","SRSF7","SRSF9","SSB","SUPV3L1","TAF15","TARDBP","TBRG4","TIA1","TRA2A","TROVE2","U2AF1","U2AF2","UCHL5","UPF1","UTP18","UTP3","WDR3","WDR43","WRN","XRCC6","XRN2","YBX3","YWHAG","ZC3H11A","ZC3H8","ZNF622","ZNF800","ZRANB2"
"XISTint1","XIST_int1_0_316","RBM15;UCHL5;RBM22;YWHAG;HNRNPC","0.5;0.5;0.5;0.5;0.5","0.375;0.375;0.5;0.5;0.375",0,"675.8217;302.3825;145.4243;71.7449;50.8328","152.1633;68.6349;33.5275;17.0474;12.37",3,3,259,1,0.977249868051821,1,0.5,1,0.977249868051821,0.5,0.814453315238651,0.963180864939849,0.963180864939849,0.75,0.963180864939849,0.963180864939849,1,0.977249868051821,0.977249868051821,1,0.75,0.5,0.625,0.977249868051821,0.5,0.5,0.977249868051821,0.875,0.5,0.977249868051821,0.5,0.875,0.977249868051821,0.977249868051821,0.625,0.977249868051821,0.5,0.185546684761349,0.977249868051821,0.963180864939849,0.185546684761349,0.875,0.5,0.75,0.963180864939849,0.977249868051821,0.963180864939849,0.963180864939849,0.977249868051821,0.963180864939849,0.5,0.185546684761349,0.875,1,0.5,1,0.375,1,1,0.977249868051821,1,1,0.963180864939849,0.977249868051821,0.963180864939849,1,1,0.5,1,0.814453315238651,0.5,1,0.963180864939849,0.5,0.5,0.5,0.625,0.5,0.5,0.5,1,0.5,1,0.977249868051821,0.977249868051821,1,0.977249868051821,0.963180864939849,0.5,0.963180864939849,0.5,0.977249868051821,1,0.5,0.375,0.5,0.5,0.814453315238651,0.5,0.5,0.5,1,1,1,1,0.5,1,0.977249868051821,1,0.977249868051821,0.5,1,0.963180864939849,0.375,0.375,0.977249868051821,1,1,1,0.977249868051821,0.977249868051821,0.814453315238651,0.977249868051821,0.5,0.5,0.5,0.375,0.963180864939849,0.963180864939849,1,1,0.977249868051821,0.977249868051821,0.25,0.977249868051821,0.875,0.5,0.977249868051821,0.5,0.875,0.814453315238651,0.977249868051821
"XISTrA","XIST_rA_316_743","RBM15;NIPBL;UCHL5;SDAD1;SRSF1","0.5;0.5;0.5;0.5;0.5","0.5;0.5;0.5;0.5;0.5",0,"2302.9227;319.9974;282.7897;260.8828;200.6509","224.931;32.1158;28.4978;26.3677;20.5108",1,1,507,0.5,0.5,1,0.5,1,0.5,0.5,0.5,1,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,0.5,1,1,1,0.5,1,0.5,0.5,1,1,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,1,0.5,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,0.5,0.5,0.5,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,1,0.5,0.5,1,1,0.5,1,0.5,1,1,1,1,0.5,1,1,0.5,1,1,1,1,1,1,0.5,1,1,0.5,0.5,0.5,0.5,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1,1
"XISTrF","XIST_rF_743_1807","HNRNPM;RBM15;EXOSC5;UCHL5;FXR2","0.5;0.5;0.5;0.5;0.5","0.5;0.5;0.5;0.5;0.5",0,"2292.1648;1570.2157;1478.4924;1338.911;547.3371","82.0025;56.4896;53.2482;48.3156;20.3423",1,1,1072,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,1,0.5,1,1,0.5,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,1,1,1,1,0.5,0.5,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,1,1,0.5,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,1,0.5
"XISTint2","XIST_int2_1807_1951","EXOSC5;HNRNPM;TIA1;HNRNPK;UCHL5","0.5;0.5;0.5;0.5;0.5","0.5;0.5;0.5;0.5;0.5",0,"199.972;106.2703;77.4418;65.1659;58.32","48.5402;26.2641;19.4106;16.4922;14.8646",1,1,145,1,0.5,1,0.5,0.5,0.5,1,1,1,1,1,0.5,1,0.5,0.5,0.5,1,1,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,1,0.5,1,1,1,1,0.5,1,1,1,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0.5,0.5,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,1,1,1,0.5,0.5,0.5,1,0.5,0.5,1,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,1,1,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,1,1,1,0.5
"XISTrB1","XIST_rB1_1951_2041","HNRNPK;ILF3;CSTF2T;PCBP1;DROSHA","6.1858493338854e-86;0.0352164909545464;7.2474396314271e-10;1.72390908194474e-21;2.70624507736905e-05","1.23716986677708e-86;0.0352164909545464;4.34846377885626e-10;6.89563632777897e-22;2.16499606189524e-05",1,"41.2885;17.5834;10.6802;8.2477;6.8758","145.9918;62.747;38.5053;29.9633;25.1457",2690,1677,32,0.952726363012554,0.0658228479811936,1.4489730367699e-10,0.974225396308499,0.807116642372451,1.61478741308002e-09,0.0641437092300827,1.25341936183744e-06,0.00414481028645656,0.0543746324357536,0.949977642406348,0.618143158459793,0.987871062460963,4.34846377885626e-10,1.33999319686078e-09,0.00062353308368008,0.70678808964687,0.108160511820395,3.8244617982867e-14,0.482352536447409,5.34571190058887e-06,1.16114356290041e-05,6.75334055815341e-05,0.000259766657936162,0.00219668575196076,0.000303907087966758,4.20037231378512e-06,2.16499606189524e-05,0.0194716704474149,0.97542073530076,0.150276161729528,1.8666685981093e-08,1.561750205368e-09,0.00146911756639916,0.999997554887665,2.21493934386441e-05,0.727338537902522,0.999999658086352,0.0078911436633262,0.898262171795962,3.65078574485144e-05,0.232266736018335,0.255424427167289,9.25531938274987e-06,2.29812540472218e-07,0.00516904887871565,0.000112943993170246,0.35409600576603,0.999996630782108,0.998673929045992,0.0252427107113953,0.999999999990445,0.999999999595106,0.999999918494261,1.23716986677708e-86,0.999943391422209,0.892288276842728,0.662626081936637,0.999959870858175,0.533369332742654,1.28353509878451e-11,0.0352164909545464,1,1,0.777661171039594,1.66930200179326e-05,0.997767534505377,0.00376608184585111,0.988385358522174,7.10876629864047e-08,1.83370431094701e-06,0.999999844557238,0.0587301050934908,0.201416250871807,4.82013673258062e-07,0.279802686553795,0.932936672043457,0.0033574878572465,0.814537038710834,0.700819915750537,0.0256088213429541,6.89563632777897e-22,9.63007221317557e-07,0.999614991586465,0.234796165014956,0.330656648915445,0.057205115195069,0.851320591499572,0.0306561642706188,0.0122205035802919,0.997421291401305,0.965761991448938,0.644490412128851,0.95464402190098,0.00493032406823079,0.000222877606830426,0.00863485401301247,6.95721238166552e-10,0.682856642528943,1,0.999999890671706,0.0325622768606541,1.15327145778698e-08,2.10610397244381e-06,0.172495402656095,0.30430574196248,0.139399189785729,1.04658912289783e-11,0.142194354325861,0.993956718271632,0.00399892453943078,0.933934303276453,1.53004138564429e-10,0.0404319719829677,0.319464584589479,1,0.000384108418489861,0.611663019202271,0.0537856560954106,0.867019947385125,0.624750167862524,0.018673583756326,0.414665686825451,0.99988732800803,0.00697119826168455,0.00161833151777627,0.0980427655521609,0.349929862857301,0.188639348921562,0.0622883684588298,0.995406452898565,8.12134856734056e-14,0.564918724690382,0.128498898717391,0.42252515257116,0.716404482717449,0.994201191998388,0.593249844193271,0.000263646338601031
"XISTint3","XIST_int3_2041_2781","HNRNPM;HNRNPK;KHSRP;EXOSC5;ILF3","0.5;0.5;0.5;0.5;0.5","0.5;0.5;0.5;0.5;0.5",0,"306.4245;179.9498;118.3448;85.7545;85.3208","30.5043;18.3266;12.3949;9.2569;9.2152",1,1,770,1,1,1,0.5,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1,0.5,1,0.5,1,1,0.5,1,1,1,0.5,1,0.5,0.5,1,0.5,1,1,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,1,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,1,0.5,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,0.5,1,1,1,1,0.5,0.5,1,1,0.5,0.5,0.5,1,1,0.5,1,0.5,0.5,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,1,1,1,1,1,1,1,0.5,1,1,1,0.5,0.5,1,1
"XISTrB2","XIST_rB2_2781_2919","HNRNPK;DROSHA;DDX42;PUM1;DDX47","1.1830403993765e-70;2.90010602118227e-06;1.10141596760113e-06;0.384965546476238;3.60885645174252e-07","2.36608079875301e-71;2.32008481694582e-06;6.60849580560678e-07;0.384965546476238;1.44354258069701e-07",0.8,"350.6136;58.5477;16.1884;14.9146;9.4526","100.8688;17.6767;5.6111;5.2483;3.6925",1153,903,33,0.686344364478101,0.00100837952355406,8.70146448164761e-10,0.00522572003060024,0.999397311027318,1.39340930036337e-13,0.0663569442645857,2.46482194125955e-08,0.0193809367246867,0.000254993163648426,0.839505772573438,0.756548195239088,0.999996913182767,4.53940723892798e-07,9.36822235251118e-13,0.030240867075627,0.906303627320731,0.917002344377026,6.60849580560678e-07,0.451284193596747,1.44354258069701e-07,2.82780992830463e-09,0.00179091904146101,1.43858443566746e-06,0.226730519536041,0.00128165977543263,3.23816697101155e-08,2.32008481694582e-06,0.000219480162127345,0.236350187813995,0.867676261773343,3.46758787521202e-07,0.000713117738495654,0.00296609915644452,0.999999994341239,2.51462420834398e-08,0.995833594152864,0.99654044615461,0.0445159817894319,0.922442731427278,0.0124335433410278,0.883010644104155,0.0168547876339478,0.00550630535356622,3.28237274393315e-05,0.00258669332040527,1.52094784595034e-07,0.36005873601885,0.999999990728176,0.999998370892004,0.00170468734045524,0.999999999999995,0.999495369354409,0.999988821406268,2.36608079875301e-71,0.966953417926009,0.888684783840612,0.861898709956145,0.999994568692406,0.396718748199224,6.47132856639509e-05,0.0845299705759784,1,1,0.898105616578948,4.49143568737996e-09,0.999997350941449,0.000126995561433845,0.303014559557217,1.68620529249579e-11,1.85692635591908e-06,0.999998288849382,0.00399678617952897,0.637322713753785,0.00895171943177435,0.0365135987257566,0.507131883917579,8.87986672887337e-06,0.998779107768431,0.190343735992451,0.00123436056650507,6.32458116217105e-22,2.13058640135132e-10,0.99999518266028,0.11440188660304,0.64350038842832,0.384965546476238,0.96445257803641,0.391164374921859,0.67617391556158,0.929343746410393,0.726840775961017,0.964033846068906,0.773545002789876,0.226669724125789,2.66361946367493e-05,0.134259887652862,8.44274848084383e-07,0.0621757800637392,0.99999999999914,0.999979032752147,0.219395976490482,3.00804199412804e-10,3.00525814246162e-06,0.378733760636814,0.0126944155745172,0.689658683244558,1.86171920536192e-07,0.234038450099742,0.979576718839678,0.125184802008117,0.999958562441547,7.80879545337621e-08,0.00926109283787742,0.410500491896073,0.999999530199533,0.174982092570465,0.978745868053963,2.66418784371061e-05,0.999175954038712,0.800261808900928,0.996292631545779,0.935006064733444,0.999999999731916,0.00084177438401993,0.00471693403937243,0.0732275500474944,0.0169961419907216,0.963036801980078,0.000785432943599009,0.996941808066154,2.79575983288511e-14,0.163449302402565,0.0478462320192238,0.124166711247274,0.783708444998015,0.999983280416429,0.678751113825514,0.0127136589965652
"XISTint4","XIST_int4_2919_4516","HNRNPK;HNRNPU;DDX42;DROSHA;ILF3","0.3125;0.3125;0.3125;0.3125;0.5","0.25;0.25;0.25;0.25;0.5",0,"687.9125;224.6321;39.2311;38.9086;36.5675","29.2588;10.2277;2.6116;2.5983;2.5022",2,1,2464,1,1,1,1,1,1,0.75,1,0.977249868051821,0.977249868051821,0.977249868051821,1,0.977249868051821,1,0.25,1,0.977249868051821,1,0.25,0.977249868051821,0.5,1,1,0.977249868051821,1,0.5,1,0.25,0.5,0.977249868051821,1,1,0.977249868051821,1,0.5,1,0.977249868051821,1,1,1,0.977249868051821,0.5,0.977249868051821,0.977249868051821,0.977249868051821,0.977249868051821,1,1,1,0.977249868051821,1,0.977249868051821,0.25,0.5,0.25,0.25,0.977249868051821,0.25,0.25,1,1,0.5,0.5,0.977249868051821,1,1,0.5,0.977249868051821,1,0.977249868051821,1,0.977249868051821,1,0.977249868051821,1,1,0.977249868051821,1,1,1,1,1,0.977249868051821,0.977249868051821,0.977249868051821,0.977249868051821,0.977249868051821,1,1,0.5,0.977249868051821,0.977249868051821,0.977249868051821,0.5,0.977249868051821,1,0.977249868051821,0.977249868051821,0.5,1,1,1,1,1,0.5,1,0.5,1,1,0.5,0.977249868051821,0.977249868051821,1,1,1,1,0.977249868051821,1,0.75,1,0.5,0.977249868051821,0.977249868051821,0.977249868051821,1,1,0.977249868051821,1,0.977249868051821,0.977249868051821,0.977249868051821,0.5,1,1,1,1,0.977249868051821,0.977249868051821,0.977249868051821
"XISTint5","XIST_int5_4516_6113","HNRNPU;HNRNPK;LIN28B;HNRNPL;HNRNPA1","0.3125;0.3125;0.5;0.3125;0.3125","0.25;0.185546684761349;0.5;0.25;0.185546684761349",0,"173.9745;123.8782;108.0825;55.7087;54.2986","8.5213;6.3555;5.6726;3.4084;3.3474",3,2,2274,0.5,0.977249868051821,1,1,1,1,0.5,0.977249868051821,0.977249868051821,0.977249868051821,0.977249868051821,0.5,0.977249868051821,1,0.5,1,0.977249868051821,1,0.185546684761349,1,0.977249868051821,0.5,0.977249868051821,0.977249868051821,1,0.185546684761349,1,0.185546684761349,0.5,1,1,1,1,1,0.185546684761349,0.977249868051821,0.963180864939849,1,1,1,0.977249868051821,0.5,0.977249868051821,1,1,1,1,1,0.977249868051821,1,1,0.977249868051821,0.185546684761349,0.185546684761349,0.185546684761349,0.25,1,0.125,0.25,1,0.977249868051821,0.5,0.814453315238651,0.5,1,1,0.5,0.977249868051821,1,0.5,0.977249868051821,1,0.977249868051821,1,0.977249868051821,1,1,0.977249868051821,1,1,0.977249868051821,1,1,1,0.977249868051821,1,0.5,1,1,0.185546684761349,0.814453315238651,0.977249868051821,0.977249868051821,1,0.977249868051821,1,1,0.977249868051821,0.5,0.977249868051821,0.977249868051821,1,0.977249868051821,1,0.5,0.963180864939849,0.185546684761349,1,1,0.185546684761349,0.963180864939849,0.963180864939849,1,1,1,0.977249868051821,1,1,0.185546684761349,0.977249868051821,0.185546684761349,0.5,0.5,0.977249868051821,1,1,0.5,1,1,0.977249868051821,0.977249868051821,0.5,0.977249868051821,1,1,1,0.963180864939849,0.963180864939849,0.5
"XISTrD","XIST_rD_6113_8140","HNRNPK;HNRNPU;DDX42;HNRNPL;HNRNPA1","0.5;0.5;0.5;0.5;0.5","0.5;0.5;0.5;0.5;0.5",0,"1372.0742;274.1589;132.548;117.404;69.279","47.4764;10.2866;5.4898;4.9768;3.3467",1,1,2320,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,0.5,1,1,1,0.5,1,1,0.5,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,1,0.5,1,1,1,1,1,1,1
